"","ID","GC3s","Synteny","discordance_marni","n_genospecies","n_members"
"18942","group7333",0.69997,0,0,2,3
"18943","group7334",0.672991,0.511111,0,3,9
"18944","group7335",0.80542,29.8857,0,2,15
"18945","group7336",0.523529,5,0,2,3
"18946","group7337",0.632692,31.1842,0,1,20
"18947","group7338",0.704755,38.342,0,2,134
"18948","group7339",0.723459,38.3514,1,2,134
"18949","group734",0.792207,15.1306,1,5,201
"18950","group7340",0.630212,38.3992,0,2,133
"18951","group7341",0.761544,38.2647,0,2,134
"18952","group7342",0.609737,14.4307,1,3,103
"18953","group7343",0.695911,1.19048,1,4,7
"18954","group7344",0.653571,20.8222,0,2,10
"18955","group7345",0.780822,2,0,1,2
"18956","group7346",0.783688,0.666667,0,1,3
"18957","group7347",0.724294,18.6389,0,2,9
"18958","group7348",0.548082,13.8762,1,2,15
"18959","group7349",0.660731,5.3,0,4,5
"18960","group735",0.71133,15.3636,1,5,201
"18961","group7350",0.823676,19.5,0,1,5
"18962","group7351",0.574526,5.5,1,2,8
"18963","group7352",0.805556,24,0,1,3
"18964","group7353",0.843829,15.7727,2,5,88
"18965","group7354",0.543133,8.2,1,5,21
"18966","group7355",0.75,0,1,3,4
"18967","group7356",0.690553,5.26901,1,4,18
"18968","group7357",0.568739,7.72727,1,3,33
"18969","group7358",0.603968,4.33333,0,3,4
"18970","group7359",0.696429,13.2857,0,2,8
"18971","group736",0.718882,14.1857,1,5,200
"18972","group7360",0.699355,3.11905,1,4,21
"18973","group7361",0.673469,25.4762,0,3,7
"18974","group7362",0.652411,8.04737,3,4,19
"18975","group7363",0.727583,8.97143,1,4,15
"18976","group7364",0.535639,5.38735,1,3,23
"18977","group7365",0.666667,33,0,2,5
"18978","group7366",0.627854,12,0,2,2
"18979","group7367",0.645109,0.142857,1,2,8
"18980","group7368",0.836735,0.3,1,2,5
"18981","group7369",0.511138,14.9143,0,2,14
"18982","group737",0.552689,14.3704,1,5,201
"18983","group7370",0.632468,13.5385,1,2,13
"18984","group7371",0.696241,13.0585,0,2,18
"18985","group7372",0.593389,18.8939,0,2,12
"18986","group7373",0.710526,29.1429,0,1,7
"18987","group7374",0.695365,24.8103,0,3,29
"18988","group7375",0.685176,0.912088,1,4,14
"18989","group7376",0.839286,25.6667,0,1,4
"18990","group7377",0.694483,7.04588,0,2,38
"18991","group7378",0.77529,4.55128,1,4,13
"18992","group7379",0.756206,10.7857,0,3,8
"18993","group738",0.638268,18.609,0,4,145
"18994","group7380",0.84093,1,0,2,7
"18995","group7381",0.844033,24.7345,1,5,74
"18996","group7382",0.680233,1,0,2,2
"18997","group7383",0.629371,34.5,0,1,4
"18998","group7384",0.718053,10.5469,0,3,101
"18999","group7385",0.505882,40,0,1,3
"19000","group7386",0.624539,10.9048,0,2,7
"19001","group7387",0.765625,17.7619,0,1,7
"19002","group7388",0.56535,8.78095,0,2,21
"19003","group7389",0.740845,37.2667,1,1,16
"19004","group739",0.783208,15.8436,0,5,199
"19005","group7390",0.700404,2.64286,0,3,8
"19006","group7391",0.651126,10.4744,0,2,13
"19007","group7392",0.646662,18.2554,1,3,22
"19008","group7393",0.628598,23.5,3,3,21
"19009","group7394",0.634011,20.4762,0,2,7
"19010","group7395",0.634487,18.2949,1,3,13
"19011","group7396",0.516162,27.6667,0,1,7
"19012","group7397",0.593301,29.9636,0,2,11
"19013","group7398",0.516129,29.9273,0,2,11
"19014","group7399",0.518056,29.4222,0,2,10
"19015","group74",0.75394,30.9955,1,5,201
"19016","group740",0.752631,15.8594,0,5,199
"19017","group7400",0.652104,17.7896,1,2,53
"19018","group7401",0.632411,24.4678,0,3,130
"19019","group7402",0.630467,10.6646,3,4,23
"19020","group7403",0.6875,40,0,1,3
"19021","group7404",0.724194,33.8453,0,2,37
"19022","group7405",0.797806,1.34632,0,4,21
"19023","group7406",0.652778,3.16667,0,1,4
"19024","group7407",0.917083,7.85714,0,2,8
"19025","group7408",0.75,39.5,0,1,4
"19026","group7409",0.555577,0.507353,0,2,16
"19027","group741",0.735108,16.1752,1,5,201
"19028","group7410",0.735741,14.7,0,1,5
"19029","group7411",0.667749,15.4131,1,4,43
"19030","group7412",0.771918,15.6003,1,4,124
"19031","group7413",0.665751,0,0,2,2
"19032","group7414",0.660673,20.3632,0,4,30
"19033","group7415",0.798287,10.9833,1,2,16
"19034","group7416",0.708814,5.99667,0,2,25
"19035","group7417",0.640836,8.17949,0,2,13
"19036","group7418",0.739526,0,1,2,6
"19037","group7419",0.690144,0.2,1,2,6
"19038","group742",0.739761,16.1352,1,5,201
"19039","group7420",0.732,4.7,0,2,5
"19040","group7421",0.657143,9.71429,1,2,5
"19041","group7422",0.700588,0,0,1,3
"19042","group7423",0.737535,0.166667,0,3,4
"19043","group7424",0.801724,0,0,3,4
"19044","group7425",0.565125,13.0092,3,3,30
"19045","group7426",0.552939,14.5888,1,4,59
"19046","group7427",0.749628,4.95833,0,2,15
"19047","group7428",0.783006,12,1,3,13
"19048","group7429",0.665421,2.83333,0,2,8
"19049","group743",0.765333,31.3714,1,2,15
"19050","group7430",0.698587,26.0476,1,1,7
"19051","group7431",0.72037,17.7,0,2,5
"19052","group7432",0.616261,12.619,0,2,7
"19053","group7433",0.757006,35,0,1,3
"19054","group7434",0.456239,7,0,2,7
"19055","group7435",0.9,0.5,0,1,8
"19056","group7436",0.51146,32,0,1,2
"19057","group7437",0.577778,33.5556,0,2,9
"19058","group7438",0.642857,39.3333,0,1,4
"19059","group7439",0.685701,2.55833,0,2,15
"19060","group744",0.797388,18.1221,1,4,186
"19061","group7440",0.743989,0,0,2,2
"19062","group7441",0.546729,6.05519,0,2,106
"19063","group7442",0.533069,24.6147,1,2,59
"19064","group7443",0.690861,0,0,2,2
"19065","group7444",0.74518,2.67857,0,2,7
"19066","group7445",0.779602,24.0667,0,2,6
"19067","group7446",0.644145,1.4,0,1,16
"19068","group7447",0.654453,0,0,2,2
"19069","group7448",0.524758,37.9394,0,2,12
"19070","group7449",0.511681,38.4242,0,2,12
"19071","group745",0.79196,13.6161,1,5,201
"19072","group7450",0.654206,38.4242,1,2,12
"19073","group7451",0.574346,38.3333,0,2,12
"19074","group7452",0.605839,29.8939,0,2,12
"19075","group7453",0.590414,29.0455,0,2,12
"19076","group7454",0.640625,24.7424,1,2,12
"19077","group7455",0.593015,22.9848,0,2,12
"19078","group7456",0.680129,11.1282,0,2,13
"19079","group7457",0.592857,17.3333,1,3,7
"19080","group7458",0.776586,7.68806,1,3,34
"19081","group7459",0.74087,13.7905,1,3,15
"19082","group746",0.664379,14.4588,0,5,192
"19083","group7460",0.715361,23.6374,1,3,14
"19084","group7461",0.688438,21.2992,0,1,33
"19085","group7462",0.602362,36.1457,1,2,115
"19086","group7463",0.678469,33.4643,1,3,8
"19087","group7464",0.733673,38.8767,1,2,49
"19088","group7465",0.781818,38,0,1,3
"19089","group7466",0.669697,31.7102,0,2,50
"19090","group7467",0.531621,8.4,0,3,5
"19091","group7468",0.68799,10.8,0,1,6
"19092","group7469",0.661587,7.86667,0,1,6
"19093","group747",0.695969,18.6966,0,3,71
"19094","group7470",0.746156,1.97386,1,3,18
"19095","group7471",0.728832,21.1501,1,2,92
"19096","group7472",0.704625,35.2273,0,1,12
"19097","group7473",0.643404,18.1511,0,3,118
"19098","group7474",0.638889,40,0,1,5
"19099","group7475",0.647059,34.0758,0,1,12
"19100","group7476",0.549947,16.7156,1,4,124
"19101","group7477",0.678548,23.445,1,4,72
"19102","group7478",0.598456,23.6205,1,4,72
"19103","group7479",0.638811,30.8407,1,4,73
"19104","group748",0.67234,18.6621,1,3,71
"19105","group7480",0.702703,36.6667,0,1,3
"19106","group7481",0.751152,38.4762,0,1,7
"19107","group7482",0.653632,18.3938,0,5,124
"19108","group7483",0.698189,18.3866,0,5,122
"19109","group7484",0.816514,40,0,1,3
"19110","group7485",0.662281,21.3838,1,4,89
"19111","group7486",0.670103,21,0,1,2
"19112","group7487",0.748192,9.47222,1,2,9
"19113","group7488",0.649175,6.29091,0,2,11
"19114","group7489",0.654886,11.1429,0,2,7
"19115","group749",0.502908,9.28485,3,5,81
"19116","group7490",0.758817,10.1481,1,2,24
"19117","group7491",0.642141,7.67857,0,3,8
"19118","group7492",0.70431,14.0419,1,3,29
"19119","group7493",0.556692,13.9901,1,4,29
"19120","group7494",0.758772,29.2339,0,2,19
"19121","group7495",0.714286,30.9265,0,2,17
"19122","group7496",0.702554,7.19444,0,2,9
"19123","group7497",0.844931,1.58182,1,5,11
"19124","group7498",0.606217,37.9451,0,3,33
"19125","group7499",0.610126,37.428,0,3,33
"19126","group75",0.829334,30.5464,1,5,201
"19127","group750",0.746451,24.8054,1,3,135
"19128","group7500",0.632299,15.2419,0,3,80
"19129","group7501",0.672948,14.3589,1,3,50
"19130","group7502",0.792115,35.4697,1,3,33
"19131","group7503",0.679537,34.8295,1,3,33
"19132","group7504",0.685299,33.5587,0,3,33
"19133","group7505",0.58217,32.3125,0,3,33
"19134","group7506",0.574978,5.5563,0,3,31
"19135","group7507",0.659849,12.4,0,2,5
"19136","group7508",0.644007,15.3072,1,4,16
"19137","group7509",0.641388,4.5,0,2,13
"19138","group751",0.787205,24.659,0,3,132
"19139","group7510",0.600952,3.53571,0,3,8
"19140","group7511",0.634545,6.5,1,2,4
"19141","group7512",0.5,38,0,1,2
"19142","group7513",0.594567,37.3333,0,1,3
"19143","group7514",0.791188,30.1333,0,1,6
"19144","group7515",0.754069,28.3559,1,2,37
"19145","group7516",0.583333,37.2,0,1,5
"19146","group7517",0.593438,2.43956,1,2,14
"19147","group7518",0.621622,7,0,1,2
"19148","group7519",0.649736,4.32727,1,2,10
"19149","group752",0.808219,37,0,1,2
"19150","group7520",0.622152,4.72727,0,2,11
"19151","group7521",0.617054,2.98095,1,3,13
"19152","group7522",0.657188,4.68182,1,2,11
"19153","group7523",0.672472,16.5,0,1,5
"19154","group7524",0.787138,0,0,2,2
"19155","group7525",0.69031,22.4762,1,2,7
"19156","group7526",0.730271,36.7978,0,5,150
"19157","group7527",0.790263,16,0,2,2
"19158","group7528",0.76877,14.6667,0,2,7
"19159","group7529",0.681818,31,0,1,2
"19160","group753",0.748093,24.4667,1,3,129
"19161","group7530",0.641741,14.0859,0,2,58
"19162","group7531",0.617233,15.0994,0,2,19
"19163","group7532",0.713257,14.6667,0,2,19
"19164","group7533",0.703704,28.6667,0,2,3
"19165","group7534",0.742857,30.6889,0,3,10
"19166","group7535",0.63318,1.62681,0,2,20
"19167","group7536",0.756893,1.70588,0,1,14
"19168","group7537",0.721362,20.7914,0,4,125
"19169","group7538",0.693594,20.6803,0,5,126
"19170","group7539",0.685046,20.673,1,5,126
"19171","group754",0.704862,23.6534,0,3,135
"19172","group7540",0.719375,20.6691,1,5,126
"19173","group7541",0.690459,20.6834,1,5,125
"19174","group7542",0.664525,20.7837,0,5,126
"19175","group7543",0.760113,21.0231,0,5,126
"19176","group7544",0.847737,16.6667,-1,3,3
"19177","group7545",0.865201,21.0865,0,3,123
"19178","group7546",0.628571,16.2647,1,1,17
"19179","group7547",0.863333,3.33333,-1,3,3
"19180","group7548",0.5,36.5081,0,2,103
"19181","group7549",0.76,38.8,0,1,5
"19182","group755",0.759818,23.0886,0,3,135
"19183","group7550",0.748647,14.2355,1,3,24
"19184","group7551",0.58773,33.8137,1,2,79
"19185","group7552",0.467262,19.0794,0,2,27
"19186","group7553",0.83789,27.2923,1,3,26
"19187","group7554",0.717074,24.1429,0,1,7
"19188","group7555",0.664032,13.9091,0,3,11
"19189","group7556",0.576923,19,0,1,3
"19190","group7557",0.736842,0,0,1,2
"19191","group7558",0.679079,0,0,1,2
"19192","group7559",0.655933,5.79545,0,4,82
"19193","group756",0.645283,11.4283,1,5,201
"19194","group7560",0.774362,17.6691,0,2,17
"19195","group7561",0.581395,10.2583,0,1,16
"19196","group7562",0.659964,6.20526,0,3,19
"19197","group7563",0.638143,4.43667,1,4,21
"19198","group7564",0.671461,4.84444,1,2,10
"19199","group7565",0.62342,3.76023,2,3,19
"19200","group7566",0.687485,11.3455,1,3,11
"19201","group7567",0.661741,4,1,2,7
"19202","group7568",0.601336,5.4,0,2,6
"19203","group7569",0.68374,6.66667,0,2,4
"19204","group757",0.654762,32.25,0,1,8
"19205","group7570",0.655404,8.2803,1,4,32
"19206","group7571",0.647566,4.09524,0,3,7
"19207","group7572",0.642655,11.3333,0,2,3
"19208","group7573",0.724281,0.6,1,3,11
"19209","group7574",0.739724,8.66667,0,2,6
"19210","group7575",0.696809,4.85714,0,2,7
"19211","group7576",0.682295,3.48308,2,4,26
"19212","group7577",0.53801,12.0747,1,5,52
"19213","group7578",0.74412,1.93333,1,5,10
"19214","group7579",0.632339,10.5,0,2,4
"19215","group758",0.643282,16.4138,1,5,166
"19216","group7580",0.75108,22.3573,1,4,128
"19217","group7581",0.661408,5.88889,0,3,10
"19218","group7582",0.745014,2.66667,1,2,6
"19219","group7583",0.664021,4,0,2,4
"19220","group7584",0.794166,37.4126,0,3,47
"19221","group7585",0.532578,5.04667,1,5,21
"19222","group7586",0.543876,38.5186,0,2,47
"19223","group7587",0.64088,12.3287,1,3,41
"19224","group7588",0.731994,12.0918,0,3,41
"19225","group7589",0.682222,11.5075,0,3,41
"19226","group759",0.736542,28.5666,3,5,191
"19227","group7590",0.774348,26.3127,1,5,178
"19228","group7591",0.611111,5.3,0,1,4
"19229","group7592",0.597863,3.33333,0,2,6
"19230","group7593",0.78846,4.68421,1,3,19
"19231","group7594",0.745962,33.4632,1,1,20
"19232","group7595",0.78107,4.3,0,2,5
"19233","group7596",0.591837,27.5,0,1,4
"19234","group7597",0.736201,15.0545,0,2,11
"19235","group7598",0.726805,6.48947,0,3,20
"19236","group7599",0.621032,12.4,0,2,6
"19237","group76",0.656173,30.0524,1,5,201
"19238","group760",0.712174,30.2889,0,1,10
"19239","group7600",0.72651,8.90942,1,4,24
"19240","group7601",0.673013,0,0,2,2
"19241","group7602",0.68746,14.8592,1,1,34
"19242","group7603",0.726519,1,0,2,2
"19243","group7604",0.690104,0.142857,0,4,7
"19244","group7605",0.746401,19.6667,1,2,4
"19245","group7606",0.609509,23.1925,0,2,63
"19246","group7607",0.816071,18.475,0,2,16
"19247","group7608",0.629573,5.53571,0,2,8
"19248","group7609",0.747475,20.2398,0,2,19
"19249","group761",0.764661,33.0801,1,2,118
"19250","group7610",0.625004,3.42857,0,3,7
"19251","group7611",0.661905,3.5,1,2,5
"19252","group7612",0.72563,0,0,2,2
"19253","group7613",0.709347,9.99151,0,3,90
"19254","group7614",0.747815,15.8476,1,3,21
"19255","group7615",0.694309,3.91026,1,2,13
"19256","group7616",0.667853,7.5,0,2,5
"19257","group7617",0.715954,4.52381,0,2,7
"19258","group7618",0.653233,5.11858,0,2,22
"19259","group7619",0.675621,6.71345,1,2,17
"19260","group762",0.79191,21.0668,0,3,135
"19261","group7620",0.61798,6.08187,1,2,18
"19262","group7621",0.741356,26.4667,0,2,6
"19263","group7622",0.742207,33.1978,0,3,62
"19264","group7623",0.652149,28.4538,0,3,38
"19265","group7624",0.802555,30.286,0,4,46
"19266","group7625",0.549202,23.4354,0,3,53
"19267","group7626",0.8,27.4167,1,1,9
"19268","group7627",0.640169,11.5895,0,2,20
"19269","group7628",0.551634,0,0,2,3
"19270","group7629",0.724387,17.6,0,3,6
"19271","group763",0.799233,20.7826,0,3,135
"19272","group7630",0.770074,4.23636,1,3,11
"19273","group7631",0.596842,25.1778,1,2,10
"19274","group7632",0.705057,8.31444,1,4,38
"19275","group7633",0.614429,17.6,0,2,5
"19276","group7634",0.773585,36.9706,0,2,17
"19277","group7635",0.519403,3.2,1,2,4
"19278","group7636",0.630098,27.5335,1,4,112
"19279","group7637",0.501792,25.25,1,2,9
"19280","group7638",0.611775,11.5898,4,5,54
"19281","group7639",0.748718,21.1795,1,2,13
"19282","group764",0.744958,20.5188,0,3,135
"19283","group7640",0.675077,16.6212,0,2,12
"19284","group7641",0.659091,13,0,2,3
"19285","group7642",0.687511,7,0,2,2
"19286","group7643",0.636633,8.98333,0,2,14
"19287","group7644",0.689933,28.553,0,3,109
"19288","group7645",0.751793,0,1,3,6
"19289","group7646",0.697368,0.7,0,3,5
"19290","group7647",0.717339,3.2,0,3,6
"19291","group7648",0.733351,1.86111,0,3,9
"19292","group7649",0.64,10,0,2,3
"19293","group765",0.591499,14.1056,1,4,194
"19294","group7650",0.757102,1.73115,2,4,46
"19295","group7651",0.700875,9.42857,0,3,8
"19296","group7652",0.67459,7.75,0,3,9
"19297","group7653",0.793103,0,0,2,3
"19298","group7654",0.650363,0.637363,0,2,13
"19299","group7655",0.596435,1.88276,1,3,30
"19300","group7656",0.810345,0,1,2,4
"19301","group7657",0.684211,3,0,2,2
"19302","group7658",0.64795,28.7308,1,3,40
"19303","group7659",0.658915,31.6464,0,1,39
"19304","group766",0.781904,19.1333,1,5,199
"19305","group7660",0.606538,9.64286,0,2,8
"19306","group7661",0.70537,8.58333,2,4,8
"19307","group7662",0.691939,24.304,1,3,54
"19308","group7663",0.763514,0,0,2,4
"19309","group7664",0.683733,25.8768,1,3,24
"19310","group7665",0.666909,14.6439,0,2,51
"19311","group7666",0.442623,23.6667,0,2,3
"19312","group7667",0.822738,17.8571,1,4,7
"19313","group7668",0.679965,5.13333,1,3,6
"19314","group7669",0.620872,15.9556,0,2,10
"19315","group767",0.567977,20.6798,1,5,182
"19316","group7670",0.664123,9.47619,0,3,7
"19317","group7671",0.791831,32.3904,0,5,89
"19318","group7672",0.75,40,0,1,8
"19319","group7673",0.795906,31.5556,1,2,9
"19320","group7674",0.742751,31.5556,0,2,9
"19321","group7675",0.746689,35.7246,0,2,22
"19322","group7676",0.751658,23.5333,0,2,10
"19323","group7677",0.7256,16.393,0,2,67
"19324","group7678",0.687212,18.4222,0,2,10
"19325","group7679",0.496413,15.3182,0,2,12
"19326","group768",0.524902,19.6332,0,5,201
"19327","group7680",0.720986,0,0,2,3
"19328","group7681",0.639424,0,0,2,2
"19329","group7682",0.48253,15.9615,1,4,52
"19330","group7683",0.873755,10,0,2,2
"19331","group7684",0.654762,8,1,2,4
"19332","group7685",0.722335,16.3824,0,2,17
"19333","group7686",0.697292,16.4779,1,2,17
"19334","group7687",0.767598,16.0348,0,3,46
"19335","group7688",0.698799,11.3333,0,2,3
"19336","group7689",0.74715,11.1619,0,1,15
"19337","group769",0.698541,19.9641,1,5,201
"19338","group7690",0.754009,6.74762,1,1,20
"19339","group7691",0.720715,34.0272,0,3,141
"19340","group7692",0.631811,26.305,1,4,156
"19341","group7693",0.642009,33.58,1,1,117
"19342","group7694",0.699271,33.7714,1,1,117
"19343","group7695",0.728172,33.2315,0,1,117
"19344","group7696",0.641558,32.4367,0,2,116
"19345","group7697",0.586743,23.7781,2,3,70
"19346","group7698",0.587106,6.27736,11,5,180
"19347","group7699",0.685543,13.7697,0,3,75
"19348","group77",0.653265,29.8587,1,5,154
"19349","group770",0.587389,20.2924,2,5,201
"19350","group7700",0.748098,29.5403,1,5,152
"19351","group7701",0.682692,26.8632,0,1,20
"19352","group7702",0.619548,6.8,0,1,11
"19353","group7703",0.68613,11.4,0,1,10
"19354","group7704",0.591875,29.9775,0,1,101
"19355","group7705",0.804624,15.9795,2,5,163
"19356","group7706",0.555986,17.8526,0,1,102
"19357","group7707",0.663346,18.1371,0,1,102
"19358","group7708",0.68901,18.4403,0,1,102
"19359","group7709",0.699928,11.5094,1,5,149
"19360","group771",0.535861,20.6153,1,5,201
"19361","group7710",0.514462,11.6853,1,5,149
"19362","group7711",0.767004,19.1711,0,2,120
"19363","group7712",0.816253,19.2442,0,2,121
"19364","group7713",0.785803,20.0185,0,2,120
"19365","group7714",0.574675,22.4883,1,1,112
"19366","group7715",0.766839,28.4705,0,2,83
"19367","group7716",0.646771,12.5332,1,5,153
"19368","group7717",0.713381,12.4056,1,5,157
"19369","group7718",0.64788,13.5521,1,2,128
"19370","group7719",0.551875,24.2849,0,1,49
"19371","group772",0.647454,20.8239,1,5,201
"19372","group7720",0.781859,24.2713,0,1,49
"19373","group7721",0.571869,29.6343,0,1,108
"19374","group7722",0.652853,23.3343,0,4,90
"19375","group7723",0.481649,39.5782,1,1,117
"19376","group7724",0.674752,36.8151,0,1,115
"19377","group7725",0.777014,36.7588,0,1,118
"19378","group7726",0.693457,36.7539,1,1,118
"19379","group7727",0.863826,28.2912,1,3,75
"19380","group7728",0.698531,1.6,0,1,5
"19381","group7729",0.755331,34.5032,1,4,78
"19382","group773",0.633663,21.0427,1,5,201
"19383","group7730",0.508109,28.8415,3,5,141
"19384","group7731",0.586378,32.0018,1,3,116
"19385","group7732",0.795918,17.8667,1,1,10
"19386","group7733",0.744001,1.83333,0,1,4
"19387","group7734",0.643541,29.3544,0,2,110
"19388","group7735",0.579281,28.8107,1,2,117
"19389","group7736",0.826642,30.9804,0,2,18
"19390","group7737",0.689976,31.6863,0,2,18
"19391","group7738",0.746331,32.4052,1,2,18
"19392","group7739",0.749354,32.7908,0,2,18
"19393","group774",0.651265,21.2078,1,5,201
"19394","group7740",0.762037,32.6863,0,2,18
"19395","group7741",0.793729,32.4706,1,2,18
"19396","group7742",0.694978,32.2549,0,2,18
"19397","group7743",0.837968,35.6691,0,1,17
"19398","group7744",0.615663,35.6571,1,1,15
"19399","group7745",0.681557,33.7574,0,2,17
"19400","group7746",0.802393,33.7574,0,2,17
"19401","group7747",0.766333,33.7574,1,2,17
"19402","group7748",0.810049,33.7574,1,2,17
"19403","group7749",0.69757,33.7574,0,2,17
"19404","group775",0.722711,21.3809,1,5,201
"19405","group7750",0.752584,33.4706,0,2,17
"19406","group7751",0.684996,33.1838,0,2,17
"19407","group7752",0.747549,33.2132,1,2,17
"19408","group7753",0.749865,33.2426,0,2,17
"19409","group7754",0.79132,33.6103,0,2,17
"19410","group7755",0.64278,28.3975,1,1,118
"19411","group7756",0.731557,38.025,0,1,16
"19412","group7757",0.706597,38.025,0,1,16
"19413","group7758",0.796813,38.025,0,1,16
"19414","group7759",0.751389,38.025,0,1,16
"19415","group776",0.601865,21.5595,1,5,201
"19416","group7760",0.707785,38.025,0,1,16
"19417","group7761",0.77663,38.025,0,1,16
"19418","group7762",0.798668,38.1167,0,1,16
"19419","group7763",0.820791,38.425,1,1,16
"19420","group7764",0.785954,38.2167,0,1,16
"19421","group7765",0.682443,37.7583,0,1,16
"19422","group7766",0.726339,37.1583,1,1,16
"19423","group7767",0.474418,34.25,0,2,17
"19424","group7768",0.71578,33.4265,1,2,17
"19425","group7769",0.812549,32.125,0,2,17
"19426","group777",0.814332,22.2622,1,5,196
"19427","group7770",0.761705,31.5956,1,2,17
"19428","group7771",0.750249,31.1029,1,2,17
"19429","group7772",0.767159,30.8162,0,2,17
"19430","group7773",0.751251,30.5515,1,2,17
"19431","group7774",0.786537,30.0809,1,2,17
"19432","group7775",0.745534,29.5,0,2,17
"19433","group7776",0.785061,28.9559,0,2,17
"19434","group7777",0.685422,28.4265,1,2,17
"19435","group7778",0.722486,27.9044,1,2,17
"19436","group7779",0.721429,27.3824,0,2,17
"19437","group778",0.805615,21.8195,1,5,200
"19438","group7780",0.759074,26.8603,1,2,17
"19439","group7781",0.790399,26.3382,0,2,17
"19440","group7782",0.72919,25.8162,0,2,17
"19441","group7783",0.657971,21.331,0,2,29
"19442","group7784",0.636458,33.4078,0,3,48
"19443","group7785",0.708022,32.6472,1,3,48
"19444","group7786",0.402083,33.7782,0,1,32
"19445","group7787",0.644785,29.8825,1,3,47
"19446","group7788",0.709147,16.8697,1,2,89
"19447","group7789",0.615345,16.4375,0,3,89
"19448","group779",0.71435,24.2717,1,5,178
"19449","group7790",0.666539,15.9792,1,3,81
"19450","group7791",0.658894,15.3773,1,3,89
"19451","group7792",0.649431,6.13382,0,1,87
"19452","group7793",0.65249,7.11835,0,1,90
"19453","group7794",0.590909,6.49272,0,3,103
"19454","group7795",0.624614,7.98175,1,2,76
"19455","group7796",0.647059,10.5644,0,1,94
"19456","group7797",0.513987,10.682,0,1,94
"19457","group7798",0.555866,10.7623,0,1,94
"19458","group7799",0.60625,11.1925,0,1,84
"19459","group78",0.783828,29.2855,1,5,201
"19460","group780",0.769487,24.0568,2,5,179
"19461","group7800",0.611385,8.83226,1,1,95
"19462","group7801",0.748299,2.53333,0,1,6
"19463","group7802",0.68458,29.9178,0,5,115
"19464","group7803",0.742647,29,0,1,2
"19465","group7804",0.711825,33.6314,0,3,117
"19466","group7805",0.540787,35.5817,0,1,68
"19467","group7806",0.762255,28.156,1,5,162
"19468","group7807",0.720773,0,1,2,4
"19469","group7808",0.719216,20.8169,1,5,146
"19470","group7809",0.683684,23.0211,1,1,20
"19471","group781",0.622082,22.1596,1,5,201
"19472","group7810",0.650993,33.2277,0,1,87
"19473","group7811",0.839325,32.9991,1,1,117
"19474","group7812",0.640371,2.38741,10,5,66
"19475","group7813",0.641718,1.14222,29,5,126
"19476","group7814",0.533659,7.17857,1,1,8
"19477","group7815",0.601298,10.8301,0,2,18
"19478","group7816",0.684524,34.4507,0,1,72
"19479","group7817",0.790002,33.8126,0,1,63
"19480","group7818",0.679994,33.1278,1,5,175
"19481","group7819",0.692906,33.2665,1,5,176
"19482","group782",0.601031,22.2736,0,5,201
"19483","group7820",0.585792,34.0694,1,4,142
"19484","group7821",0.80303,32.3859,1,1,118
"19485","group7822",0.611894,31.9219,0,1,118
"19486","group7823",0.685923,39.0969,0,3,131
"19487","group7824",0.564103,29.7692,0,1,13
"19488","group7825",0.748848,39.2857,0,1,14
"19489","group7826",0.623797,31.6013,1,4,127
"19490","group7827",0.740909,33.6883,0,1,75
"19491","group7828",0.654606,5.63032,0,5,41
"19492","group7829",0.583333,39.1648,1,1,14
"19493","group783",0.521732,25.7395,0,5,177
"19494","group7830",0.615155,24.8608,0,3,118
"19495","group7831",0.580592,20.2139,1,4,152
"19496","group7832",0.857143,27.954,0,2,129
"19497","group7833",0.802086,28.4602,0,2,127
"19498","group7834",0.688788,25.699,0,4,152
"19499","group7835",0.690729,25.6593,0,4,152
"19500","group7836",0.699718,25.6216,1,4,152
"19501","group7837",0.652323,25.5746,1,4,152
"19502","group7838",0.644313,25.5134,1,4,152
"19503","group7839",0.648645,25.4384,1,4,152
"19504","group784",0.578903,25.7185,0,5,177
"19505","group7840",0.777422,25.2982,1,4,151
"19506","group7841",0.714561,24.8135,0,4,148
"19507","group7842",0.719299,24.8197,1,3,150
"19508","group7843",0.666667,26.966,0,2,128
"19509","group7844",0.624452,24.2544,1,3,118
"19510","group7845",0.584514,24.1324,0,3,118
"19511","group7846",0.704374,14.6879,2,4,145
"19512","group7847",0.673896,14.3126,1,4,145
"19513","group7848",0.674059,23.4456,1,3,115
"19514","group7849",0.639582,34.0973,0,2,62
"19515","group785",0.708986,25.7608,1,5,177
"19516","group7850",0.590924,23.6059,1,3,119
"19517","group7851",0.665262,15.8928,1,4,152
"19518","group7852",0.655659,16.9115,0,4,152
"19519","group7853",0.598544,16.8781,1,3,151
"19520","group7854",0.720773,26.2378,1,4,134
"19521","group7855",0.744776,36.2807,3,5,194
"19522","group7856",0.76542,38.1429,1,1,14
"19523","group7857",0.530253,33.2684,0,2,64
"19524","group7858",0.545312,38.0889,0,1,106
"19525","group7859",0.62213,36.7803,1,1,118
"19526","group786",0.718009,25.7322,0,5,177
"19527","group7860",0.596694,37.642,1,2,33
"19528","group7861",0.737695,28.2727,1,5,177
"19529","group7862",0.722159,34.1661,1,1,83
"19530","group7863",0.748648,27.7608,0,5,197
"19531","group7864",0.729895,22.0874,0,3,141
"19532","group7865",0.749446,22.1195,0,3,141
"19533","group7866",0.692779,36.0503,1,1,58
"19534","group7867",0.661985,34.6895,0,3,139
"19535","group7868",0.829392,35.7397,0,1,73
